,smiles,source,MW,standard_smiles
21025,CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(OC2OC(COC(=O)\C=C\C3=CC=C(OC4OC(CO)C(O)C(O)C4O)C=C3)C(O)C(O)C2O)C(O)C1O,Food,902.8014,CC1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(OC2OC(COC(=O)/C=C/c3ccc(OC4OC(CO)C(O)C(O)C4O)cc3)C(O)C(O)C2O)C(O)C1O
21026,OC1C(COC(=O)\C=C\C2=CC=C(O)C=C2)OC(OC2=CC(O)=C3C(OC(=C(O)C3=O)C3=CC=C(O)C=C3)=C2)C(O)C1O,Food,594.5196,O=C(/C=C/c1ccc(O)cc1)OCC1OC(Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O
21027,OCC1OC(OC2=C(OC3=C(C(O)=C(O)C(O)=C3)C2=O)C2=CC=C(O)C=C2)C(O)C(O)C1O,Food,464.3763,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12
21028,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O1)C(OC1OC(CO)C(O)C(O)C1O)=C(OC)C=C2O,Food,492.4295,COc1cc(-c2cc(=O)c3c(O)cc(OC)c(OC4OC(CO)C(O)C(O)C4O)c3o2)ccc1O
21029,CC(C)\C=C\C1=C(O)C=C2OC3=C(C(OC4=CC(O)=CC=C34)C=C(C)C)C(=O)C2=C1O,Food,420.4545,CC(C)=CC1Oc2cc(O)ccc2-c2oc3cc(O)c(/C=C/C(C)C)c(O)c3c(=O)c21
21030,COC1=C(O)C=C2OC(C=C(C)C)C3=C(OC4=C(CC=C(C)C)C(O)=CC(O)=C4C3=O)C2=C1,Food,450.4804,COc1cc2c(cc1O)OC(C=C(C)C)c1c-2oc2c(CC=C(C)C)c(O)cc(O)c2c1=O
21031,COC1=CC(C2OC3=CC(OC)=CC(O)=C3C(=O)C2O)=C(O)C=C1,Food,332.3047,COc1cc(O)c2c(c1)OC(c1cc(OC)ccc1O)C(O)C2=O
21032,CC1OC(OC2=CC(O)=C3C(=O)C(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)=C(OC3=C2)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,Food,934.7987,CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)c(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O
21033,CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(OC2OC(COC(=O)\C=C\C3=CC=C(OC4OC(CO)C(O)C(O)C4O)C=C3)C(O)C(O)C2O)C(O)C1O,Food,918.8008,CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(OC2OC(COC(=O)/C=C/c3ccc(OC4OC(CO)C(O)C(O)C4O)cc3)C(O)C(O)C2O)C(O)C1O
21034,CC1OC(OC2=C(OC3=CC(OC4OC(CO)C(O)C(O)C4O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(OC2OC(COC(=O)\C=C\C3=CC=C(O)C=C3)C(O)C(O)C2O)C(O)C1O,Food,918.8008,CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c2=O)C(OC2OC(COC(=O)/C=C/c3ccc(O)cc3)C(O)C(O)C2O)C(O)C1O
21035,CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Food,610.5175,CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
21036,OCC1OC(OCC2OC(OCC3OC(OC4=C(OC5=CC(O)=CC(O)=C5C4=O)C4=CC(O)=C(O)C=C4)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,Food,788.6575,O=c1c(OC2OC(COC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
21037,OC1COC(OCC2OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)C(O)C(O)C2O)C(O)C1O,Food,596.4909,O=c1c(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
